my_row_id,Zip_Code,Population,Median_Income,Median_Age,Bachelor_Degree,Total_Education_Population,Graduate_Professional_Degree,White_Alone,Black_Alone,Hispanic_Latino,Employment_Status,Unemployment,Total_Health_Insurance_Coverage,Without_Health_Insurance,Total_Pop_Poverty_Status,Below_Poverty_Level,Median_Home_Value,Median_Gross_Rent,Owner_Occupied_Units,Renter_Occupied_Units,Means_of_Transportation_to_Work,Total_Pop_Marital_Status,Married_Population,ZCTA
20339,58601,29309,78864,33.9,5008,18955,2385,25646,753,25079,22387,440,28998,182,28451,2855,264800,982,7271,4497,227840,22622,3895,58601
20340,58620,183,58750,57.8,36,140,10,161,0,161,143,12,183,0,183,24,99100,,58,16,,143,5,58620
20341,58621,1271,89712,45.3,180,943,151,1104,0,1063,1028,43,1271,0,1271,198,147800,854,359,136,15235,1051,145,58621
20342,58622,1781,78500,34.9,402,1110,136,1705,49,1700,1214,38,1781,0,1771,235,195300,1136,500,152,15325,1230,221,58622
20343,58623,2030,78109,40.6,366,1371,203,1886,0,1816,1585,45,1959,20,1959,218,181300,852,587,198,12575,1613,248,58623
20344,58625,288,122500,55.6,11,193,37,242,0,242,207,1,288,0,256,19,300000,,104,2,2675,210,29,58625
20345,58626,636,92986,34.6,195,433,74,544,21,487,469,13,636,23,636,45,212500,896,119,76,3910,471,121,58626
20346,58627,181,77292,39.8,51,135,21,181,0,181,142,5,181,0,181,29,225000,,54,9,2815,142,2,58627
20347,58630,479,111157,51.8,178,365,57,453,0,453,426,8,479,0,479,40,231100,1341,158,51,6255,426,42,58630
20348,58631,989,52500,49.4,240,755,70,892,0,887,823,20,927,0,925,139,110800,785,362,94,9395,829,100,58631
20349,58632,274,60625,55.0,67,206,31,271,0,269,221,0,274,0,274,12,143800,,71,30,2120,223,12,58632
20350,58634,318,,42.0,160,241,0,318,0,318,241,0,318,0,318,25,232100,,103,25,2755,254,13,58634
20351,58636,934,59375,37.0,164,602,75,606,9,606,672,7,934,11,934,178,130000,900,258,69,10760,687,150,58636
20352,58638,966,56364,41.2,186,636,83,878,0,874,729,7,966,5,966,81,108300,795,296,80,9130,752,111,58638
20353,58639,1764,61042,45.4,394,1250,138,1678,11,1601,1390,7,1688,16,1688,130,121000,536,558,225,11230,1402,144,58639
20354,58640,1226,95664,43.5,198,937,215,1112,0,1095,1004,8,1158,0,1158,23,298200,1010,336,145,8490,1021,160,58640
20355,58641,71,,51.4,30,44,0,71,0,71,47,0,71,12,47,26,144300,,23,5,1230,47,0,58641
20356,58642,321,74875,37.8,74,201,28,313,0,313,223,0,321,0,321,40,337500,,85,36,1950,225,39,58642
20357,58643,122,58833,49.8,26,94,13,108,0,104,98,1,122,0,122,11,,513,60,10,1755,98,12,58643
20358,58644,21,,59.4,5,21,0,21,0,21,21,0,21,0,21,0,,,9,0,,21,5,58644
20359,58645,243,70833,59.7,56,201,30,231,0,231,226,4,243,0,242,25,,704,61,57,1265,226,47,58645
20360,58646,1041,50268,45.4,209,776,107,989,0,981,830,3,997,6,997,111,89800,933,377,88,4945,854,134,58646
20361,58647,1301,68333,38.2,341,925,87,1184,12,1178,1098,42,1180,0,1180,87,163500,844,374,132,9675,1104,150,58647
20362,58649,311,63833,55.2,108,254,27,301,0,301,273,0,311,0,311,14,56100,,107,29,1345,274,40,58649
20363,58650,425,68804,58.6,54,329,44,416,0,416,344,5,425,0,425,89,87200,800,167,27,3955,344,23,58650
20364,58651,516,103304,51.6,159,391,42,516,0,516,424,12,516,0,505,6,113800,,208,19,6890,427,55,58651
20365,58652,1198,73393,38.2,247,812,130,1093,0,1071,911,0,1192,0,1181,122,173300,585,412,61,12495,932,153,58652
20366,58653,708,83125,40.2,153,463,88,684,0,684,505,12,708,0,708,88,128900,725,222,46,5220,522,54,58653
20367,58654,230,118000,57.5,30,162,41,220,3,196,209,3,207,0,207,5,95000,,92,4,3060,214,22,58654
20368,58655,591,115139,37.0,86,387,14,449,0,449,416,0,591,0,591,4,284400,770,208,25,7305,416,16,58655
20369,58656,368,83750,42.8,86,264,14,322,16,322,292,8,368,3,362,32,197600,590,150,16,3750,292,31,58656
20370,58701,32855,74753,35.5,5701,22260,2512,27670,821,27080,26310,514,31839,35,32488,3992,263600,870,8568,5621,322605,26719,4917,58701
20371,58703,22780,80639,32.2,3552,14515,1767,18961,1250,18199,18474,602,20723,0,22481,1685,241700,1043,5917,3692,245570,18711,4444,58703
20372,58704,4658,72237,23.1,446,1945,380,2881,834,2859,2698,31,3422,0,4480,120,,1458,4,1272,24065,2731,512,58704
20373,58705,285,,21.0,0,16,0,226,6,190,285,0,0,0,0,0,,,0,0,2010,285,228,58705
20374,58707,509,,19.7,0,47,32,344,76,329,509,75,509,0,0,0,,,0,0,1155,509,195,58707
20375,58710,565,83482,48.5,161,459,75,550,0,550,490,13,565,0,565,68,112500,686,224,25,5310,491,64,58710
20376,58711,251,72500,32.3,35,149,5,251,0,247,164,0,251,0,251,1,202500,,89,3,1000,164,19,58711
20377,58712,78,43750,69.0,21,77,12,73,0,73,78,0,78,0,78,5,86900,,40,5,200,78,7,58712
20378,58713,175,81207,11.3,0,66,29,175,0,175,68,0,175,0,175,0,612100,,32,0,,68,4,58713
20379,58716,306,56743,36.6,56,197,71,287,0,287,210,8,306,0,306,6,252400,,114,3,1750,231,13,58716
20380,58718,1157,97833,39.8,275,788,102,1112,3,1101,837,1,1152,0,1129,29,238200,700,355,37,13530,845,70,58718
20381,58721,433,88750,47.4,92,331,40,414,0,414,347,0,433,0,433,11,119300,496,171,31,6245,353,60,58721
20382,58722,1526,78750,32.9,278,940,95,1354,2,1331,1149,51,1488,0,1521,40,225900,942,479,131,19820,1177,220,58722
20383,58723,210,71875,41.2,47,137,30,201,0,201,166,5,210,0,210,18,152500,,75,12,3715,178,30,58723
20384,58725,347,93750,38.8,34,216,29,324,0,324,271,19,347,2,347,21,180800,,134,1,9935,286,48,58725
20385,58727,143,83571,62.9,29,132,19,134,0,134,134,0,143,0,143,11,160300,,78,8,985,134,4,58727
20386,58730,1350,83516,41.7,216,941,173,1173,65,1082,1035,20,1271,0,1271,28,168900,1061,338,195,7520,1063,84,58730
20387,58731,355,95954,42.2,75,216,29,341,0,341,295,4,349,0,355,5,123000,1089,107,36,5820,302,62,58731
20388,58733,256,96250,45.6,36,194,21,250,0,247,222,0,256,0,256,1,158000,,113,6,4300,224,49,58733
20389,58734,220,64028,63.5,88,202,29,212,0,212,214,0,220,0,220,16,181300,,106,5,2650,214,12,58734
20390,58735,483,141500,37.8,66,265,18,462,0,462,405,0,483,0,483,6,303800,,135,5,5485,409,113,58735
20391,58736,469,61250,53.1,132,360,72,457,2,457,394,20,469,1,469,84,81700,733,204,35,3920,394,77,58736
20392,58737,177,103750,31.5,34,108,13,173,1,173,119,0,177,0,177,4,71100,,60,1,2200,119,9,58737
20393,58740,777,92917,31.9,100,493,63,749,0,749,584,2,728,0,766,52,200000,1042,236,47,10485,587,83,58740
20394,58741,672,104643,40.7,141,446,56,671,0,671,505,16,669,0,669,50,121200,725,252,30,13690,564,106,58741
20395,58744,114,78958,61.8,24,108,3,114,0,114,110,4,114,0,114,9,187500,,73,2,1125,110,12,58744
20396,58746,1581,66691,47.3,321,1110,169,1533,2,1516,1256,11,1549,0,1549,85,143900,792,535,172,9615,1271,171,58746
20397,58748,139,37500,47.9,46,116,29,138,0,138,118,0,139,0,136,8,,,62,2,1095,118,26,58748
20398,58750,482,85000,39.4,84,304,29,467,0,448,404,3,467,0,482,80,192100,825,143,53,4720,404,73,58750
20399,58752,380,84167,44.7,60,264,41,334,0,334,298,7,379,0,380,36,139100,675,104,60,2485,308,40,58752
20400,58755,206,,49.2,64,154,10,206,0,206,154,0,206,0,206,0,,,99,0,,154,0,58755
20401,58756,161,83625,63.9,46,148,6,155,0,155,148,2,161,0,161,14,130700,,77,6,1125,148,29,58756
20402,58757,1171,98750,26.0,76,593,58,148,1,148,655,29,1171,219,1158,379,166100,842,130,211,10085,678,169,58757
20403,58758,271,80234,45.5,44,200,25,267,0,267,218,0,271,0,262,1,112100,,117,2,2120,218,22,58758
20404,58759,665,89167,48.0,181,490,88,658,0,658,558,1,665,1,665,9,214600,1083,227,21,8620,563,77,58759
20405,58760,237,65469,46.2,28,162,37,185,0,185,197,0,237,0,237,41,93900,,95,6,2670,209,27,58760
20406,58761,848,64219,40.4,167,597,77,818,0,818,678,6,794,0,794,50,151400,900,242,73,10305,698,121,58761
20407,58762,190,81875,39.5,19,112,23,180,0,173,123,2,190,0,190,7,114800,469,55,22,905,123,9,58762
20408,58763,3982,73077,34.1,404,2420,364,1109,111,1070,2844,65,3963,62,3951,687,200800,786,748,684,27260,2897,475,58763
20409,58765,350,94750,55.5,37,271,25,323,4,323,278,13,350,0,350,70,94600,1142,126,17,3845,287,38,58765
20410,58768,402,95208,34.4,86,231,59,350,0,324,239,0,401,0,402,27,167900,,141,4,4825,248,21,58768
20411,58769,174,73125,45.5,54,145,0,172,0,172,170,3,174,0,174,9,114000,788,68,31,1760,170,53,58769
20412,58770,1679,63438,38.7,272,1120,131,752,42,708,1292,27,1674,26,1677,353,172600,666,359,252,16235,1307,242,58770
20413,58771,519,83352,42.1,130,355,25,514,0,495,371,0,519,0,519,30,133900,1047,181,32,4465,386,65,58771
20414,58772,159,109018,51.7,29,140,7,129,14,129,148,6,159,0,159,7,80000,629,64,27,2170,148,22,58772
20415,58773,990,96563,43.2,143,640,106,930,0,927,712,9,990,0,983,77,251100,1063,336,39,8960,743,103,58773
20416,58775,181,63571,50.8,14,132,11,32,1,32,162,0,180,0,181,21,,542,40,20,1250,164,30,58775
20417,58776,255,79657,33.7,66,171,13,253,0,207,171,8,255,0,243,0,,1277,20,102,,171,59,58776
20418,58778,125,138269,34.6,19,91,3,78,0,78,91,0,125,0,125,0,430800,,60,0,1590,91,0,58778
20419,58779,340,58750,38.0,56,208,25,330,0,330,259,3,340,0,340,62,,531,106,25,6205,264,39,58779
20420,58781,607,107917,47.1,115,436,57,578,0,570,477,7,597,0,607,24,263500,1000,221,17,7095,477,54,58781
20421,58782,497,74896,32.9,96,313,21,496,0,453,370,0,497,3,492,35,55000,725,175,17,8115,378,37,58782
20422,58783,434,86964,55.7,127,349,67,434,0,434,392,17,434,0,434,16,210000,559,162,21,5045,407,92,58783
20423,58784,2860,108000,34.7,631,1896,148,2488,26,2382,2255,47,2811,51,2811,116,217000,1167,682,376,22845,2304,421,58784
20424,58785,1630,98750,36.5,205,1026,156,1524,3,1505,1096,29,1617,28,1607,39,292200,,576,19,15345,1109,71,58785
20425,58787,65,,36.9,23,58,2,65,0,65,58,0,65,0,65,3,,,26,6,,58,11,58787
20426,58788,827,77656,51.7,136,647,82,745,30,728,667,30,827,2,827,118,111000,99,333,80,6505,667,53,58788
20427,58789,443,75000,40.4,66,293,47,422,0,422,306,17,443,0,441,78,123400,,139,27,3780,307,38,58789
20428,58790,1460,75588,40.1,296,993,182,1403,7,1401,1142,14,1396,2,1391,93,219500,700,432,146,14735,1175,122,58790
20429,58792,258,98611,45.8,69,174,19,258,0,258,182,0,258,0,258,18,244600,,67,39,3440,182,36,58792
20430,58793,586,71250,53.1,126,460,40,553,0,519,502,4,557,6,562,4,125700,,195,24,6340,506,41,58793
20431,58794,206,69087,23.0,12,102,35,206,0,206,133,7,206,0,206,84,,,63,24,,133,64,58794
20432,58795,153,92917,61.3,30,131,14,142,0,142,131,0,153,13,153,4,106900,,55,12,880,131,12,58795
20433,58801,33579,85913,31.2,5124,20553,3110,26859,2021,25315,23825,453,33310,129,33180,2441,270100,1108,6580,6622,271870,24497,4548,58801
20434,58830,154,54063,61.4,2,135,17,154,0,154,140,6,154,0,154,10,150000,,78,6,1765,140,14,58830
20435,58831,1133,90000,36.1,273,722,106,913,134,913,845,8,1133,0,1133,61,346700,1154,293,87,13670,876,168,58831
20436,58833,213,117500,43.2,31,147,43,212,1,212,176,0,213,6,213,8,154700,575,65,23,1525,176,15,58833
20437,58835,904,129545,38.0,141,574,65,813,2,813,577,8,904,0,904,66,327500,,291,17,9765,609,67,58835
20438,58838,309,92969,45.9,76,223,36,268,0,260,266,0,309,0,309,30,210000,,122,25,2455,266,28,58838
20439,58843,951,135509,36.1,172,556,67,842,5,842,646,18,951,5,948,15,414100,1482,263,18,8020,672,90,58843
20440,58844,100,,29.9,0,57,17,96,0,96,96,0,100,0,100,17,,,34,21,,96,32,58844
20441,58845,582,85536,57.5,157,414,36,542,0,538,460,3,579,6,582,81,183900,,265,48,8100,472,172,58845
20442,58847,293,84167,33.4,19,196,40,167,91,167,204,0,293,0,293,42,282100,,71,37,,204,8,58847
20443,58849,1171,67604,38.8,173,784,147,1075,4,1075,903,1,1169,30,1171,87,237100,871,381,134,13285,924,72,58849
20444,58852,1973,76198,37.2,447,1453,253,1726,0,1724,1651,35,1943,33,1940,180,200200,1010,577,316,16345,1651,219,58852
20445,58853,494,101719,39.4,141,323,17,207,0,188,369,0,494,0,494,47,,716,128,77,3565,374,40,58853
20446,58854,9173,82426,29.3,1144,5508,955,7901,75,7283,6533,79,9040,93,8983,1073,367700,1286,1683,1804,84310,6697,1479,58854
20447,58856,70,107500,47.8,22,61,15,70,0,68,70,0,70,0,70,12,225000,,35,3,715,70,13,58856
20448,59001,1337,76120,56.6,254,1044,90,1256,0,1251,1135,0,1337,0,1325,91,295600,863,537,130,14860,1150,67,59001
20449,59002,187,32885,36.5,35,121,2,144,0,138,130,9,187,0,179,68,375000,1138,30,44,1965,130,8,59002
20450,59003,1125,43698,44.8,274,834,138,478,1,446,948,69,1120,0,1120,278,164300,572,178,321,6240,961,164,59003
20451,59006,1132,38472,30.4,325,717,34,979,0,906,770,33,1132,0,1117,272,236000,868,291,154,7725,786,137,59006
20452,59007,135,84167,42.9,25,95,20,124,0,122,116,0,135,0,134,27,160700,857,28,24,2830,119,38,59007
20453,59008,420,82969,47.4,67,330,25,361,0,329,369,2,420,0,420,39,255000,,113,30,8200,379,65,59008
20454,59010,193,97813,60.6,78,179,2,184,0,184,179,0,193,0,193,8,266100,,67,35,850,179,0,59010
20455,59011,3148,63397,43.2,634,2191,215,2940,57,2855,2605,39,3124,0,3119,180,264900,813,920,302,32785,2648,374,59011
20456,59012,60,53750,57.3,11,45,2,39,0,39,50,0,60,0,60,12,,,17,9,410,50,3,59012
20457,59013,141,188478,52.5,39,121,0,141,0,133,129,0,141,0,141,25,439100,,70,0,,141,20,59013
20458,59014,1516,48438,46.5,400,1126,153,1399,0,1391,1290,51,1516,6,1516,172,260300,752,423,208,15425,1328,225,59014
20459,59015,367,61071,46.8,61,273,22,336,0,336,325,10,367,0,367,59,183800,,127,17,5460,328,42,59015
20460,59016,966,51125,40.0,142,617,43,65,0,63,733,54,949,6,949,206,152500,604,194,89,6985,759,103,59016
20461,59018,626,59688,58.0,120,528,24,596,0,592,568,18,626,0,626,72,275000,921,223,65,8130,575,67,59018
20462,59019,4283,85100,45.6,926,3030,188,3985,7,3902,3483,82,4213,0,4235,374,316700,746,1467,245,58035,3548,445,59019
20463,59020,86,46250,44.0,9,73,13,86,0,84,81,0,86,0,86,8,394400,1156,27,21,155,81,6,59020
20464,59022,2180,36563,25.4,357,1115,146,134,0,134,1438,252,2159,11,2130,954,87300,725,331,133,6105,1458,350,59022
20465,59024,326,68929,55.6,88,231,12,309,0,301,263,6,326,0,326,46,165000,392,104,38,3930,272,33,59024
20466,59025,32,,28.7,2,21,4,32,0,32,32,1,32,0,32,3,,,0,22,180,32,20,59025
20467,59026,118,56250,54.5,30,94,36,110,0,110,108,27,118,0,118,15,210400,,39,28,1180,108,15,59026
20468,59027,660,53833,59.9,70,641,59,650,0,650,641,5,660,0,660,122,415800,763,289,69,3520,641,96,59027
20469,59028,446,90417,62.8,84,403,49,428,0,427,412,6,446,0,446,16,491300,1125,188,39,4475,412,52,59028
20470,59029,780,67656,45.8,218,592,72,704,0,695,653,37,776,4,776,127,253600,799,295,64,12970,662,108,59029
20471,59030,1160,50821,50.2,211,953,67,993,33,964,1093,12,1160,0,1160,78,392600,706,329,385,7850,1097,275,59030
20472,59031,473,122969,17.8,28,201,71,11,0,11,266,21,473,0,473,31,,,57,8,1760,292,62,59031
20473,59032,442,57000,56.7,133,366,31,440,0,440,419,0,442,0,442,64,176000,488,165,51,6260,427,63,59032
20474,59033,124,87188,39.5,12,86,6,93,0,93,97,0,124,0,124,8,,,61,0,1810,97,11,59033
20475,59034,5199,55893,34.3,877,3106,323,2644,0,2253,3910,320,5102,0,5081,962,162700,726,1052,662,32790,4001,799,59034
20476,59035,182,49120,44.2,17,143,34,95,0,95,153,7,182,6,182,60,131700,,89,6,,167,43,59035
20477,59036,1577,53456,47.5,403,1142,101,1481,49,1464,1280,0,1546,19,1546,340,171300,714,480,159,7460,1288,114,59036
20478,59037,2267,88750,39.0,685,1704,114,2203,0,2203,1758,19,2267,0,2242,124,286900,,845,22,39110,1758,310,59037
20479,59038,612,62917,54.4,105,470,47,579,0,574,499,4,612,1,612,59,208300,875,202,82,3415,502,34,59038
20480,59039,23,,65.4,5,23,5,23,0,23,23,3,23,0,23,5,,,8,2,,23,0,59039
20481,59041,2080,79625,48.1,429,1536,109,2008,3,1950,1723,25,2070,0,2080,210,311800,1175,685,120,25030,1730,126,59041
20482,59043,3038,36853,20.0,262,1234,171,88,9,69,1856,188,3017,122,2912,1296,110700,525,389,288,12170,1948,532,59043
20483,59044,12851,83687,39.6,2095,8908,1117,11705,76,11278,9991,113,12752,0,12687,975,284500,947,3758,1291,118030,10156,1439,59044
20484,59046,496,68750,46.3,115,355,15,436,7,397,415,4,496,3,496,28,234000,909,146,35,8105,426,60,59046
20485,59047,13565,69417,44.2,2429,10252,1209,12607,0,12499,11399,266,13451,3,13392,1481,396000,941,4298,1782,151220,11516,1540,59047
20486,59050,1602,62679,32.9,237,899,100,238,0,235,1110,79,1602,20,1602,394,169600,663,242,105,10095,1146,241,59050
20487,59052,130,,67.5,25,123,10,130,0,130,127,0,130,0,130,10,1375000,1250,50,12,985,127,14,59052
20488,59053,203,,63.3,30,179,0,166,0,166,179,1,203,0,203,134,181500,,101,8,,179,34,59053
20489,59054,236,50375,51.5,61,194,15,211,0,211,196,1,236,0,236,12,177500,,89,16,2425,200,9,59054
20490,59055,123,95000,33.3,13,64,2,116,0,116,72,0,123,0,123,0,225000,944,14,18,640,76,7,59055
20491,59057,919,81250,48.0,233,626,111,857,0,857,863,2,919,0,919,24,447000,415,333,15,15480,865,205,59057
20492,59058,22,16875,55.7,9,22,0,22,0,22,22,0,22,0,22,9,,,9,0,,22,0,59058
20493,59059,191,35313,53.4,27,149,13,184,0,184,158,0,191,7,191,53,216700,,64,22,,166,2,59059
20494,59061,242,81250,67.0,61,225,33,223,0,223,226,0,237,0,242,17,391700,970,131,18,600,226,15,59061
20495,59062,50,44583,60.6,15,40,9,50,0,50,40,0,50,0,50,9,,,14,8,490,40,0,59062
20496,59063,1946,77955,37.3,392,1312,140,1866,0,1815,1512,28,1946,0,1923,119,278800,1023,594,146,23725,1561,175,59063
20497,59064,244,,46.6,63,164,0,244,0,244,220,0,244,0,244,0,276900,,84,26,,228,56,59064
20498,59065,101,119500,54.9,30,88,0,101,0,101,88,5,101,0,101,0,598700,,47,5,,88,1,59065
20499,59066,660,51563,30.6,108,401,33,79,0,79,457,52,660,0,641,191,170300,1875,114,37,7435,466,104,59066
20500,59067,217,75417,39.5,28,137,23,184,0,184,160,0,217,3,217,34,341700,,51,26,2770,160,12,59067
20501,59068,3514,55368,57.5,616,2855,167,3283,46,3215,3011,61,3457,4,3376,310,392700,861,1225,640,24460,3043,245,59068
20502,59069,544,61406,53.5,148,414,17,478,1,474,465,1,540,0,542,60,315000,1705,221,14,8175,465,52,59069
20503,59070,1407,86667,44.7,298,1058,83,1342,1,1340,1174,68,1364,0,1369,140,471300,1166,361,93,20470,1190,184,59070
20504,59071,113,90000,65.5,24,104,0,113,0,113,104,0,113,0,113,0,,,31,11,,104,0,59071
20505,59072,4483,55675,51.6,1041,3329,371,4132,0,4043,3747,97,4452,0,4420,505,223100,1058,1564,372,44165,3802,447,59072
20506,59074,421,43750,60.7,115,362,19,398,2,398,386,1,421,0,421,107,118400,675,181,17,3260,386,31,59074
20507,59075,172,63393,58.8,58,119,21,73,0,73,123,4,172,0,165,13,190300,,60,11,450,123,4,59075
20508,59076,44,,53.1,11,33,0,44,0,44,37,0,44,0,44,0,275000,,6,14,650,37,0,59076
20509,59077,65,110625,38.5,17,42,2,55,0,55,50,0,65,0,65,3,,,14,10,420,51,1,59077
20510,59078,120,44107,52.8,21,95,22,120,0,120,110,0,120,0,120,26,116300,470,45,22,,110,25,59078
20511,59079,3508,64475,47.4,853,2521,330,3196,0,3196,2798,77,3508,10,3508,431,303300,1467,1458,69,46590,2798,269,59079
20512,59081,114,,56.9,61,101,18,114,0,112,101,0,114,0,114,0,577200,,51,2,,101,7,59081
20513,59082,13,,43.2,3,10,6,13,0,13,13,0,13,0,13,2,,,4,2,,13,3,59082
20514,59083,3,,-666667000.0,3,3,0,3,0,3,3,0,3,0,3,3,,,3,0,,3,0,59083
20515,59085,112,,50.0,42,85,3,94,0,94,89,0,112,0,112,33,95000,,58,0,245,93,4,59085
20516,59086,822,67986,60.2,187,682,44,813,0,807,713,2,822,0,822,167,294800,1158,311,88,7185,713,54,59086
20517,59087,356,58295,50.0,112,273,13,348,0,348,295,2,356,0,356,18,151600,713,115,54,1710,297,16,59087
20518,59088,1180,66393,44.1,164,824,66,1123,0,999,967,43,1180,0,1180,189,222500,1023,324,175,19990,967,96,59088
20519,59089,576,44688,30.5,58,313,40,113,0,113,397,25,576,5,567,140,217000,553,85,62,4125,418,114,59089
20520,59101,40848,56659,36.0,7576,27903,2333,32168,633,30856,33185,1332,39770,27,39349,6327,224200,921,9919,7221,347875,33690,6493,59101
20521,59102,48480,72044,40.6,7030,33914,2462,44054,255,42405,39674,715,47739,64,47170,4985,283700,1082,14125,6938,357010,40153,6579,59102
20522,59105,34895,75985,36.4,5377,22846,2382,31296,113,29982,26810,396,34747,56,34613,3137,287900,1218,10231,3081,325740,27382,4737,59105
20523,59106,19057,114911,40.3,2240,13276,984,16980,301,16722,14616,271,18961,0,18859,750,463900,1327,5842,1615,172240,14864,1412,59106
20524,59201,5532,48690,31.8,1061,3265,367,1744,17,1721,4099,254,5404,106,5373,1550,131400,674,1077,577,28395,4212,1144,59201
20525,59211,255,153813,8.9,8,113,0,234,0,234,116,0,255,0,255,0,,,35,12,,116,3,59211
20526,59212,370,60000,36.1,80,267,62,273,0,267,285,1,370,0,358,28,191700,734,100,22,5440,305,80,59212
20527,59213,822,50000,30.8,175,513,66,127,0,125,568,18,822,41,817,371,63900,,195,43,5635,587,145,59213
20528,59214,54,29464,63.0,6,49,17,54,0,54,49,0,54,0,54,15,,,24,3,,49,3,59214
20529,59215,907,83350,54.5,192,703,69,881,0,881,814,0,887,0,884,26,192700,482,360,73,7530,822,135,59215
20530,59217,191,73472,16.6,9,77,3,191,0,191,110,0,191,0,191,19,,,66,0,,110,8,59217
20531,59218,1069,74102,37.8,117,724,128,972,2,938,807,35,1045,0,1044,110,243500,811,264,121,9370,836,128,59218
20532,59219,205,91250,48.2,42,155,12,190,0,190,166,0,205,1,205,31,116100,,54,8,1780,166,34,59219
20533,59221,1905,63125,41.0,419,1269,121,1808,22,1770,1577,101,1905,0,1905,155,227300,685,661,158,19550,1618,330,59221
20534,59222,208,63750,55.5,34,171,18,190,5,190,186,5,208,0,208,45,106000,,105,14,1955,186,34,59222
20535,59223,44,145625,55.3,12,28,14,44,0,44,28,0,44,0,44,0,,,21,0,,28,0,59223
20536,59225,574,43750,30.1,105,322,21,172,0,164,373,31,566,0,562,152,95000,458,82,56,2900,384,85,59225
20537,59226,653,60000,21.8,54,325,34,456,3,455,358,0,653,0,520,20,176400,661,142,30,5505,365,76,59226
20538,59230,4455,66950,44.5,797,3140,450,4129,26,4129,3506,39,4358,0,4298,395,199100,711,1272,443,24620,3585,444,59230
20539,59231,428,36509,37.8,62,350,9,249,0,249,379,27,428,0,428,161,20800,,131,26,,379,70,59231
20540,59240,17,,68.5,1,15,0,17,0,17,15,0,17,0,17,0,,,9,0,,15,0,59240
20541,59241,435,46080,48.5,93,336,20,392,0,392,377,4,435,0,435,17,115400,550,146,55,4435,387,71,59241
20542,59242,68,81250,54.5,15,43,5,67,0,67,56,0,68,0,68,3,115600,,30,2,605,56,0,59242
20543,59243,425,84500,32.3,60,255,43,398,0,398,316,0,425,0,425,45,245000,775,119,35,5375,320,54,59243
20544,59244,56,61250,39.5,25,38,4,53,0,53,38,3,56,0,56,21,333300,,10,0,305,38,6,59244
20545,59247,303,42500,49.1,62,233,13,273,0,262,253,4,303,5,298,50,88300,800,113,43,2875,258,50,59247
20546,59248,1046,74722,49.1,186,761,65,931,3,925,838,35,1046,0,1046,96,202300,763,325,61,7195,852,126,59248
20547,59250,302,,32.4,47,238,17,282,0,282,298,6,302,0,302,18,,,76,31,1375,302,112,59250
20548,59252,82,61250,35.6,17,55,4,81,0,68,57,1,82,0,82,11,104200,,25,8,435,60,3,59252
20549,59253,88,126750,36.8,39,70,6,66,0,66,70,0,88,0,88,0,195000,,30,0,,70,0,59253
20550,59254,1900,65625,49.4,406,1447,89,1718,0,1698,1632,23,1837,0,1824,220,156500,758,598,199,10525,1632,302,59254
